Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Sex_of_driver_encoded,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Accident_severity_encoded,Time_seconds,Time_binned,Number_of_vehicles_scaled,Number_of_casualties_scaled,Casualty_severity_numeric,Casualty_severity_decimal_scaled,Time_scaled
18:22:00,Wednesday,Unknown,Male,Junior high school,Employee,unknown,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,66120,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.6612
16:50:00,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,60600,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.606
8:20:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Stationwagen,Governmental,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Collision with roadside objects,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,1,0.0,0.0,0.0,1.0,30000,Pagi,0.0,-0.5442638586190858,0,0.0,0.3
22:42:00,Friday,18-30,Male,High school,Owner,Above 10yr,Automobile,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,Driver or rider,Male,18-30,2,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,81720,Malam,0.0,-0.5442638586190858,2,0.2,0.8172
2:49:00,Sunday,Unknown,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,10140,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.1014
15:18:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,1,0.0,0.0,1.0,1.0,55080,Sore,0.0,-0.5442638586190858,3,0.3,0.5508
14:32:00,Monday,Over 51,Male,High school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,School areas,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,52320,Sore,0.16666666666666666,2.434474261401353,0,0.0,0.5232
14:57:00,Monday,Unknown,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,2,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,53820,Sore,0.16666666666666666,-0.5442638586190858,2,0.2,0.5382
1:00:00,Saturday,Unknown,Female,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,0,0.0,0.0,1.0,0.0,3600,Malam,0.0,-0.5442638586190858,0,0.0,0.036
12:30:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,1,0.0,0.0,1.0,1.0,45000,Siang,0.16666666666666666,0.44864884805439376,3,0.3,0.45
18:09:00,Monday,Over 51,Male,Elementary school,Owner,Below 1yr,Public (> 45 seats),Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,3,1,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,65340,Malam,0.33333333333333337,-0.5442638586190858,3,0.3,0.6534
18:16:00,Tuesday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,65760,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.6576
9:45:00,Thursday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Governmental,Below 1yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,0.0,0.0,35100,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.351
13:54:00,Saturday,18-30,Male,Junior high school,Owner,5-10yr,Public (12 seats),Owner,1-2yr,5,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,50040,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.5004
22:30:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Organization,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Other,Passenger,Male,18-30,3,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,1.0,0.0,0.0,0.0,81000,Malam,0.16666666666666666,3.427386968074832,3,0.3,0.81
1:06:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,3960,Malam,0.16666666666666666,0.44864884805439376,3,0.3,0.0396
12:20:00,Wednesday,31-50,Male,Writing & reading,Owner,5-10yr,Automobile,Owner,1-2yr,No defect,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,4,2,Going straight,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,44400,Siang,0.5,0.44864884805439376,2,0.2,0.444
15:30:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,55800,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.558
8:20:00,Friday,31-50,Male,Junior high school,Owner,1-2yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Overspeed,Slight Injury,1,0.0,0.0,1.0,0.0,30000,Pagi,0.16666666666666666,-0.5442638586190858,0,0.0,0.3
12:36:00,Tuesday,Unknown,Female,Junior high school,Employee,Above 10yr,Ridden horse,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,0,0.0,0.0,1.0,0.0,45360,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.4536
13:05:00,Thursday,Unknown,Female,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,0,0.0,0.0,1.0,0.0,47100,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.471
9:47:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,35220,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.3522
16:59:00,Friday,Under 18,Male,Elementary school,Employee,2-5yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,61140,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.6114
15:40:00,Friday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,7, Outside rural areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,56400,Sore,0.16666666666666666,-0.5442638586190858,2,0.2,0.564
8:53:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,1,0.0,0.0,1.0,1.0,31980,Pagi,0.0,-0.5442638586190858,3,0.3,0.3198
0:47:00,Sunday,18-30,Male,Elementary school,Employee,2-5yr,Taxi,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,2820,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.0282
23:22:00,Saturday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,Over 51,2,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overtaking,Serious Injury,1,0.0,0.0,0.0,1.0,84120,Malam,0.0,-0.5442638586190858,2,0.2,0.8412
17:15:00,Thursday,18-30,Male,Elementary school,Owner,5-10yr,Bicycle,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,62100,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.621
3:55:00,Monday,18-30,Male,Above high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,14100,Pagi,0.16666666666666666,-0.5442638586190858,0,0.0,0.141
15:50:00,Saturday,18-30,Male,Above high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,57000,Sore,0.0,-0.5442638586190858,3,0.3,0.57
20:30:00,Sunday,Over 51,Male,Junior high school,Employee,1-2yr,Long lorry,Governmental,2-5yrs,No defect,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,6,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,0.0,0.0,73800,Malam,0.16666666666666666,4.420299674748312,3,0.3,0.738
13:50:00,Wednesday,Unknown,Female,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Governmental,2-5yrs,No defect,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury,0,0.0,0.0,0.0,0.0,49800,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.498
7:20:00,Monday,Unknown,Male,High school,Owner,2-5yr,Automobile,Owner,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,26400,Pagi,0.16666666666666666,-0.5442638586190858,2,0.2,0.264
22:20:00,Sunday,18-30,Male,Above high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,2,Going straight,Pedestrian,Female,Under 18,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,80400,Malam,0.5,0.44864884805439376,2,0.2,0.804
13:50:00,Thursday,18-30,Male,Elementary school,Employee,1-2yr,Pick up upto 10Q,Owner,5-10yrs,No defect, Church areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,49800,Siang,0.16666666666666666,0.44864884805439376,3,0.3,0.498
7:50:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,4,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury,1,0.0,0.0,1.0,2.0,28200,Pagi,0.16666666666666666,2.434474261401353,3,0.3,0.282
11:30:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,41400,Siang,0.33333333333333337,0.44864884805439376,0,0.0,0.414
12:04:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,1,0.0,0.0,1.0,1.0,43440,Siang,0.16666666666666666,4.420299674748312,3,0.3,0.4344
14:10:00,Wednesday,Over 51,Female,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury,0,0.0,0.0,1.0,1.0,51000,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.51
3:20:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Changing lane to the right,Serious Injury,1,0.0,0.0,1.0,1.0,12000,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.12
23:35:00,Thursday,Unknown,Female,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,0,0.0,0.0,1.0,0.0,84900,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.849
22:45:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Gravel roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,81900,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.819
14:20:00,Tuesday,Unknown,Male,Junior high school,Employee,1-2yr,Long lorry,Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Reversing,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,51600,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.516
13:00:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,1,0.0,0.0,1.0,1.0,46800,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.468
17:30:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,1,0.0,0.0,1.0,0.0,63000,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.63
22:00:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,79200,Malam,0.0,-0.5442638586190858,3,0.3,0.792
10:35:00,Tuesday,31-50,Male,Junior high school,Employee,unknown,Other,Organization,2-5yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,1.0,0.0,0.0,0.0,38100,Siang,0.33333333333333337,-0.5442638586190858,3,0.3,0.381
15:30:00,Thursday,Unknown,Female,Junior high school,Employee,Above 10yr,Long lorry,Governmental,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Waiting to go,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,0,0.0,0.0,0.0,0.0,55800,Sore,0.0,-0.5442638586190858,3,0.3,0.558
17:06:00,Tuesday,Over 51,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with rolling terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Entering a junction,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,1.0,1.0,61560,Sore,0.0,-0.5442638586190858,0,0.0,0.6156
20:05:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,72300,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.723
1:25:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,5100,Malam,0.33333333333333337,-0.5442638586190858,0,0.0,0.051
16:22:00,Friday,18-30,Male,Junior high school,Other,Below 1yr,Public (12 seats),Owner,Unknown,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,4,3,Moving Backward,Driver or rider,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,58920,Sore,0.5,1.4415615547278733,3,0.3,0.5892
2:00:00,Friday,31-50,Male,High school,Owner,5-10yr,Public (13?45 seats),Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,7200,Malam,0.0,-0.5442638586190858,3,0.3,0.072
19:07:00,Friday,18-30,Male,Junior high school,Owner,1-2yr,Automobile,Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Passenger,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,68820,Malam,0.16666666666666666,0.44864884805439376,3,0.3,0.6882
14:23:00,Tuesday,Unknown,Female,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,0,0.0,0.0,1.0,0.0,51780,Sore,0.0,-0.5442638586190858,0,0.0,0.5178
10:40:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,38400,Siang,0.33333333333333337,1.4415615547278733,0,0.0,0.384
16:10:00,Friday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect, Industrial areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,58200,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.582
12:00:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,43200,Siang,0.16666666666666666,0.44864884805439376,3,0.3,0.432
