Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Sex_of_driver_encoded,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Accident_severity_encoded,Time_seconds,Time_binned,Number_of_vehicles_scaled,Number_of_casualties_scaled,Casualty_severity_numeric,Casualty_severity_decimal_scaled,Time_scaled
20:00:00,Tuesday,31-50,Male,Writing & reading,Employee,Below 1yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,72000,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.72
21:51:00,Wednesday,31-50,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,78660,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.7866
12:46:00,Tuesday,18-30,Male,Unknown,Employee,Above 10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,45960,Siang,0.16666666666666666,1.4415615547278733,3,0.3,0.4596
19:45:00,Saturday,Unknown,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,71100,Malam,0.33333333333333337,-0.5442638586190858,0,0.0,0.711
15:59:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Female,18-30,3,Driver,Normal,Unknown or other,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,57540,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.5754
12:30:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Other,Collision with pedestrians,2,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,0.0,0.0,45000,Siang,0.16666666666666666,1.4415615547278733,3,0.3,0.45
15:46:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,1.0,1.0,56760,Sore,0.0,-0.5442638586190858,3,0.3,0.5676
20:41:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Y Shape,Other,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,74460,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.7446
13:12:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Rural village areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,47520,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.4752
12:34:00,Monday,31-50,Unknown,Junior high school,Employee,Below 1yr,Bajaj,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Turnover,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,2,0.0,0.0,1.0,0.0,45240,Siang,0.16666666666666666,0.44864884805439376,3,0.3,0.4524
7:30:00,Tuesday,31-50,Male,Above high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Undivided Two way,Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,27000,Pagi,0.16666666666666666,-0.5442638586190858,0,0.0,0.27
19:42:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,70920,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.7092
20:55:00,Friday,Over 51,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Turnover,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,75300,Malam,0.33333333333333337,0.44864884805439376,3,0.3,0.753
21:14:00,Saturday,Unknown,Female,Elementary school,Employee,5-10yr,Public (12 seats),Organization,5-10yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,0,1.0,0.0,0.0,0.0,76440,Malam,0.33333333333333337,-0.5442638586190858,0,0.0,0.7644
17:13:00,Friday,Unknown,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Governmental,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overspeed,Serious Injury,1,0.0,0.0,0.0,1.0,61980,Sore,0.0,-0.5442638586190858,3,0.3,0.6198
13:20:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,48000,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.48
13:06:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,47160,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.4716
6:27:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,  Recreational areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,23220,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.2322
8:50:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,31800,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.318
14:56:00,Tuesday,Over 51,Male,Junior high school,Owner,5-10yr,Other,Owner,Below 1yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury,1,0.0,0.0,1.0,1.0,53760,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.5376
13:00:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,1-2yr,No defect, Hospital areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,46800,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.468
11:30:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Bajaj,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Turnover,Pedestrian,Female,18-30,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,41400,Siang,0.16666666666666666,0.44864884805439376,3,0.3,0.414
10:45:00,Thursday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,38700,Siang,0.33333333333333337,-0.5442638586190858,3,0.3,0.387
8:55:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Governmental,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,0.0,0.0,32100,Pagi,0.0,-0.5442638586190858,0,0.0,0.321
14:27:00,Friday,Unknown,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,52020,Sore,0.16666666666666666,0.44864884805439376,0,0.0,0.5202
18:41:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,Unknown,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,0.0,1.0,67260,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.6726
3:10:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Governmental,Unknown,No defect,Office areas,other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury,1,0.0,0.0,0.0,1.0,11400,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.114
8:50:00,Friday,31-50,Male,Above high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Passenger,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,1,0.0,0.0,1.0,1.0,31800,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.318
11:30:00,Wednesday,Unknown,Male,Junior high school,Owner,1-2yr,Public (13?45 seats),Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,2,Going straight,Pedestrian,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,41400,Siang,0.5,0.44864884805439376,3,0.3,0.414
20:30:00,Wednesday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury,1,0.0,0.0,1.0,2.0,73800,Malam,0.0,-0.5442638586190858,3,0.3,0.738
9:30:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,34200,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.342
10:16:00,Thursday,Over 51,Female,Elementary school,Employee,1-2yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,0,0.0,0.0,1.0,0.0,36960,Siang,0.16666666666666666,1.4415615547278733,3,0.3,0.3696
20:15:00,Saturday,Unknown,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Unknown or other,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,72900,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.729
17:50:00,Friday,Unknown,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,64200,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.642
6:42:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,24120,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.2412
15:10:00,Saturday,18-30,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,54600,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.546
18:00:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from driver's nearside,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,64800,Malam,0.0,-0.5442638586190858,3,0.3,0.648
17:34:00,Monday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,63240,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.6324
10:39:00,Wednesday,Over 51,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,38340,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.3834
7:02:00,Wednesday,31-50,Male,Above high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,25320,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.2532
17:50:00,Friday,31-50,Male,Junior high school,Owner,Below 1yr,Long lorry,Owner,5-10yrs,No defect, Church areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,64200,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.642
22:05:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,79500,Malam,0.0,-0.5442638586190858,0,0.0,0.795
11:30:00,Wednesday,18-30,Male,Illiterate,Owner,1-2yr,Other,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,2,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,41400,Siang,0.5,0.44864884805439376,3,0.3,0.414
7:50:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,28200,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.282
17:25:00,Friday,31-50,Male,High school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,62700,Sore,0.33333333333333337,-0.5442638586190858,0,0.0,0.627
7:30:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,1,Turnover,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,27000,Pagi,0.5,-0.5442638586190858,3,0.3,0.27
7:50:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,28200,Pagi,0.33333333333333337,0.44864884805439376,0,0.0,0.282
11:30:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Unknown or other,Driving to the left,Slight Injury,1,0.0,0.0,1.0,0.0,41400,Siang,0.16666666666666666,0.44864884805439376,3,0.3,0.414
15:42:00,Friday,Unknown,Female,Junior high school,Employee,5-10yr,Other,Governmental,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Pedestrian,Male,31-50,2,Driver,Normal,Unknown or other,No priority to vehicle,Slight Injury,0,0.0,0.0,0.0,0.0,56520,Sore,0.16666666666666666,-0.5442638586190858,2,0.2,0.5652
8:45:00,Monday,31-50,Male,Elementary school,Owner,2-5yr,Stationwagen,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Serious Injury,1,0.0,0.0,1.0,1.0,31500,Pagi,0.16666666666666666,-0.5442638586190858,0,0.0,0.315
6:27:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,1.0,1.0,23220,Pagi,0.0,-0.5442638586190858,3,0.3,0.2322
20:50:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Long lorry,Owner,5-10yrs,No defect, Church areas,Unknown,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,75000,Malam,0.33333333333333337,-0.5442638586190858,3,0.3,0.75
19:25:00,Friday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,5,Getting off,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,1,0.0,0.0,1.0,1.0,69900,Malam,0.33333333333333337,3.427386968074832,0,0.0,0.699
0:45:00,Friday,18-30,Male,Writing & reading,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Overtaking,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,2700,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.027
18:00:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Below 1yr,No defect,Other,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,64800,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.648
12:00:00,Saturday,Over 51,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,43200,Siang,0.16666666666666666,1.4415615547278733,3,0.3,0.432
18:30:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,66600,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.666
19:35:00,Thursday,Under 18,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Other,3,4,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,1.0,1.0,70500,Malam,0.33333333333333337,2.434474261401353,0,0.0,0.705
